2016-04-24_10:23:12 1461486192 0x6 373;46f,46f,46f,46f,46f,470,471,472,470,471,473,473,474,474,475,474,477,476,477,477,478,478,47c,47a,47c-1ad5,422-1:f1/6c;0:ef/6b;0:0/0;0:0/0;0:0/6b;0:0/0;0:0/0;0:0/0;0:d8/63;0:0/0
2016-04-24_10:25:12 1461486312 0x6 374;487,487,485,485,483,488,487,1/6b;0:ef/6c;0:0/0;0:0/0;0:00x6; 375 rTX 5
2016-04-24_10:28:12 1461486492 0x6 0; BOOT
2016-04-24_10:30:11 1461486611 0x6 0;486,486,483,483,483,483,482,481,480,482,482,480,47f,480,47e,47f,47f,47e,47e,481,47e,47f,47f,47e,47d-1a4a,43e-0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-04-24_10:36:12 1461486972 0x6 380;484,484,485,484,481,47f,484,483,484,483,483,484,483,483,485,483,484,483,483,483,482,481,482,484,482-1abe,412-1:f1/6c;1:ee/6b;0:0/0;0:0/0;0:1/6c;0:0/0;0:0/0;0:0/0;0:d8/6b;0:0/0
2016-04-24_10:40:11 1461487211 0x6 382;44d,44d,44b,44c,44c,44c,44e,44e,44f,44e,44f,44e,44f,44e,450,44f,451,451,451,452,44f,452,453,453,456-1b06,41e-1:f1/6b;1:ef/6b;0:0/0;0:0/0;0:1/6b;0:0/0;0:0/0;0:0/0;0:d8/6a;0:0/0
2016-04-24_10:51:13 1461487873 0x6 1;0x6; 2 rTX 8
2016-04-24_10:53:12 1461487992 0x6 2;447,447,448,447,448,44b,44a,448,449,448,44a,449,44b,44a,448,44b,44c,448,44a,448,448,448,446,448,44b-1ad0,42a-0:f1/6a;0:ed/6b;0:0/0;0:0/0;0:00x6; 3 rTX 5
2016-04-24_10:55:13 1461488113 0x6 388;45b,458,458,454,458,455,45b,1/6c;0:ee/6c;0:0/0;0:0/0;0:00x6; 389 rTX 7
2016-04-24_11:01:12 1461488472 0x6 391;42e,42d,42d,42d,42c,42d,42c,1/6b;0:ee/6c;0:0/0;0:0/0;0:00x6; 392 rTX 6
2016-04-24_11:03:12 1461488592 0x6 392;408,409,409,408,407,408,408,407,409,40a,40b,409,40a,40a,40b,409,40c,40c,40b,40c,40d,40c,40e,40e,40e-1ade,42c-0:f1/6b;0:ee/6a;0:0/0;0:0/0;0:00x6; 393 rTX 6
2016-04-24_11:08:12 1461488892 0x6 395;411,414,40b,3fe,3f5,3f0,3ed,/0;0:0/0;0:0/0;0:0/0;0:0/0;00x6; 396 rTX 5
2016-04-24_11:10:12 1461489012 0x6 396;479,473,473,479,479,478,475,1/69;1:ee/6c;0:0/0;0:0/0;1:00x6; 397 rTX 5
2016-04-24_11:12:11 1461489131 0x6 397;302,2fd,304,306,300,301,300,0/69;1:ee/6c;0:0/0;0:0/0;1:00x6; 398 rTX 4
2016-04-24_11:14:12 1461489252 0x6 398;289,287,287,290,28a,28b,290,1/6c;1:ee/6b;0:0/0;0:0/0;1:00x6; 399 rTX 6
